# Time indexes blocks. 
# Columns Headings: 
# x	var0 u	var0 q	var0 sigma	var1 u	var1 q	var1 sigma	var2 u	var2 q	var2 sigma
# t = 0
0.889	1.54365	-2.00935	-3.5775	1.54575	-2.01206	-13.1353	1.54575	-2.01206	-5.97061
0.892	1.53763	-2.00682	-3.58504	1.53972	-2.00952	-13.163	1.53972	-2.00952	-5.98319
0.895	1.53161	-2.00395	-3.59196	1.53369	-2.00665	-13.1884	1.53369	-2.00665	-5.99473
0.898	1.52561	-2.00076	-3.59826	1.52768	-2.00345	-13.2115	1.52768	-2.00345	-6.00525
0.901	1.51961	-1.99724	-3.60393	1.52167	-1.99993	-13.2324	1.52167	-1.99993	-6.01472
0.904	1.51362	-1.9934	-3.60898	1.51568	-1.99608	-13.2509	1.51568	-1.99608	-6.02314
0.907	1.50765	-1.98924	-3.6134	1.5097	-1.99192	-13.2671	1.5097	-1.99192	-6.03052
0.91	1.50169	-1.98476	-3.6172	1.50373	-1.98743	-13.2811	1.50373	-1.98743	-6.03685
0.913	1.49574	-1.97997	-3.62036	1.49777	-1.98263	-13.2927	1.49777	-1.98263	-6.04212
0.916	1.48981	-1.97486	-3.62288	1.49183	-1.97752	-13.302	1.49183	-1.97752	-6.04634
0.919	1.48389	-1.96944	-3.62478	1.48591	-1.97209	-13.3089	1.48591	-1.97209	-6.0495
0.922	1.47799	-1.96371	-3.62603	1.48	-1.96636	-13.3135	1.48	-1.96636	-6.0516
0.925	1.47211	-1.95768	-3.62665	1.47411	-1.96031	-13.3158	1.47411	-1.96031	-6.05264
0.928	1.46625	-1.95134	-3.62664	1.46824	-1.95397	-13.3157	1.46824	-1.95397	-6.05261
0.931	1.4604	-1.9447	-3.62598	1.46239	-1.94732	-13.3133	1.46239	-1.94732	-6.05152
0.934	1.45458	-1.93776	-3.62469	1.45656	-1.94037	-13.3086	1.45656	-1.94037	-6.04935
0.937	1.44878	-1.93053	-3.62275	1.45075	-1.93312	-13.3015	1.45075	-1.93312	-6.04613
0.94	1.443	-1.923	-3.62017	1.44496	-1.92558	-13.292	1.44496	-1.92558	-6.04183
0.943	1.43724	-1.91518	-3.61696	1.43919	-1.91775	-13.2802	1.43919	-1.91775	-6.03646
0.946	1.43151	-1.90707	-3.6131	1.43345	-1.90963	-13.266	1.43345	-1.90963	-6.03002
0.949	1.4258	-1.89867	-3.6086	1.42774	-1.90122	-13.2495	1.42774	-1.90122	-6.02251
0.952	1.42011	-1.88999	-3.60346	1.42204	-1.89253	-13.2306	1.42204	-1.89253	-6.01393
0.955	1.41446	-1.88103	-3.59768	1.41638	-1.88355	-13.2094	1.41638	-1.88355	-6.00428
0.958	1.40883	-1.87179	-3.59125	1.41074	-1.8743	-13.1858	1.41074	-1.8743	-5.99356
0.961	1.40323	-1.86227	-3.58419	1.40513	-1.86477	-13.1599	1.40513	-1.86477	-5.98177
0.964	1.39765	-1.85249	-3.57648	1.39955	-1.85497	-13.1316	1.39955	-1.85497	-5.96891
0.967	1.39211	-1.84243	-3.56814	1.39401	-1.8449	-13.101	1.39401	-1.8449	-5.95499
0.97	1.3866	-1.83211	-3.55916	1.38849	-1.83457	-13.068	1.38849	-1.83457	-5.94
0.973	1.38112	-1.82152	-3.54954	1.383	-1.82397	-13.0327	1.383	-1.82397	-5.92394
0.976	1.37567	-1.81068	-3.53928	1.37754	-1.81311	-12.995	1.37754	-1.81311	-5.90683
0.979	1.37026	-1.79957	-3.52839	1.37212	-1.80199	-12.955	1.37212	-1.80199	-5.88865
0.982	1.36487	-1.78822	-3.51687	1.36673	-1.79061	-12.9127	1.36673	-1.79061	-5.86942
0.985	1.35953	-1.77661	-3.50471	1.36138	-1.77899	-12.8681	1.36138	-1.77899	-5.84913
0.988	1.35422	-1.76475	-3.49192	1.35606	-1.76711	-12.8211	1.35606	-1.76711	-5.82779
0.991	1.34894	-1.75265	-3.4785	1.35077	-1.75499	-12.7719	1.35077	-1.75499	-5.80539
0.994	1.3437	-1.7403	-3.46446	1.34553	-1.74263	-12.7203	1.34553	-1.74263	-5.78196
0.997	1.3385	-1.72772	-3.44979	1.34032	-1.73003	-12.6664	1.34032	-1.73003	-5.75747
1	1.33333	-1.7149	-3.4345	1.33515	-1.71719	-12.6103	1.33515	-1.71719	-5.73195


# t = 1e-07
0.1	1	3.81461	0.611172	1.00136	3.81975	2.244	1.00136	3.81978	1.02001
0.103	1.01144	3.81246	0.62915	1.01282	3.81762	2.31003	1.01282	3.81761	1.05001
0.106	1.02287	3.80984	0.647031	1.02427	3.81499	2.37567	1.02427	3.81499	1.07985
0.109	1.0343	3.80675	0.664803	1.03571	3.81189	2.44093	1.03571	3.81189	1.10951
0.112	1.04571	3.80319	0.682461	1.04714	3.80834	2.50576	1.04714	3.80833	1.13898
0.115	1.05712	3.79916	0.699998	1.05856	3.80429	2.57015	1.05856	3.80429	1.16825
0.118	1.06851	3.79465	0.717408	1.06996	3.79978	2.63407	1.06996	3.79978	1.19731
0.121	1.07989	3.78968	0.734681	1.08135	3.79482	2.6975	1.08135	3.79481	1.22613
0.124	1.09125	3.78424	0.751818	1.09273	3.78934	2.76041	1.09273	3.78935	1.25473
0.127	1.10259	3.77834	0.768804	1.10409	3.78345	2.82279	1.10409	3.78345	1.28308
0.13	1.11392	3.77197	0.785639	1.11543	3.77706	2.88459	1.11543	3.77706	1.31118
0.133	1.12522	3.76513	0.802312	1.12675	3.77022	2.94581	1.12675	3.77022	1.339
0.136	1.13651	3.75783	0.818819	1.13805	3.76292	3.00642	1.13805	3.76292	1.36655
0.139	1.14777	3.75008	0.835154	1.14933	3.75514	3.06639	1.14933	3.75514	1.39382
0.142	1.15901	3.74186	0.851309	1.16058	3.74693	3.12571	1.16058	3.74693	1.42078
0.145	1.17022	3.73317	0.867274	1.17181	3.73815	3.18432	1.17181	3.73815	1.44742
0.148	1.1814	3.72405	0.883058	1.18301	3.72907	3.24227	1.18301	3.72908	1.47376
0.151	1.19256	3.71447	0.898637	1.19418	3.7195	3.29949	1.19418	3.71949	1.49976
0.154	1.20369	3.70442	0.914014	1.20533	3.70943	3.35594	1.20533	3.70943	1.52543
0.157	1.21479	3.69394	0.929182	1.21644	3.69894	3.41163	1.21644	3.69894	1.55074
0.16	1.22585	3.683	0.944132	1.22752	3.68799	3.46653	1.22752	3.68798	1.57569
0.163	1.23689	3.67161	0.958861	1.23857	3.67657	3.5206	1.23857	3.67657	1.60027
0.166	1.24788	3.6598	0.973364	1.24958	3.66475	3.57384	1.24958	3.66476	1.62448
0.169	1.25884	3.64751	0.987632	1.26056	3.65243	3.62624	1.26056	3.65243	1.64829
0.172	1.26977	3.63482	1.00167	1.27149	3.63972	3.67773	1.27149	3.63975	1.67171
0.175	1.28065	3.62165	1.01544	1.28239	3.62658	3.72838	1.28239	3.62654	1.6947
0.178	1.2915	3.60808	1.02898	1.29325	3.61294	3.77804	1.29325	3.61296	1.7173
0.181	1.3023	3.59407	1.04226	1.30407	3.59891	3.82678	1.30407	3.59895	1.73946
0.184	1.31306	3.5796	1.05526	1.31485	3.58449	3.87464	1.31485	3.58442	1.76116
0.187	1.32378	3.56476	1.06803	1.32558	3.56955	3.92137	1.32558	3.5696	1.78247
0.19	1.33445	3.54933	1.08049	1.33626	3.55406	3.9673	1.33626	3.55396	1.80327
0.193	1.34507	3.53376	1.09273	1.3469	3.53837	4.01189	1.3469	3.53855	1.82369
0.196	1.35565	3.5176	1.10462	1.35749	3.52237	4.05578	1.35749	3.52236	1.84353
0.199	1.36618	3.501	1.11623	1.36804	3.50586	4.09857	1.36804	3.50571	1.8629
0.202	1.37666	3.48411	1.12761	1.37853	3.48868	4.13996	1.37853	3.48886	1.88191
0.205	1.38708	3.46669	1.13862	1.38897	3.47139	4.18064	1.38897	3.47138	1.90028
0.208	1.39746	3.44886	1.14932	1.39936	3.45376	4.22024	1.39936	3.45348	1.91813
0.211	1.40778	3.43083	1.1599	1.40969	3.43489	4.25788	1.40969	3.43556	1.9358
0.214	1.41804	3.41202	1.16979	1.41997	3.41723	4.29598	1.41997	3.41654	1.95229
0.217	1.42825	3.39328	1.17981	1.43019	3.39734	4.331	1.43019	3.39797	1.96902
0.22	1.4384	3.3737	1.18912	1.44035	3.37863	4.3666	1.44035	3.37821	1.98455
0.223	1.44849	3.354	1.19833	1.45046	3.35859	4.39992	1.45046	3.35852	1.99993
0.226	1.45852	3.33397	1.20726	1.4605	3.33802	4.43185	1.4605	3.33857	2.01483
0.229	1.46849	3.3132	1.21555	1.47049	3.31819	4.46394	1.47049	3.31759	2.02867
0.232	1.4784	3.29245	1.22382	1.48041	3.29686	4.49328	1.48041	3.29694	2.04246
0.235	1.48825	3.27056	1.23184	1.49027	3.27412	4.52233	1.49027	3.27446	2.05585
0.238	1.49803	3.24951	1.23917	1.50006	3.25346	4.54906	1.50006	3.25393	2.06808
0.241	1.50775	3.22753	1.24627	1.50979	3.23149	4.57516	1.50979	3.23198	2.07994
0.244	1.51739	3.20485	1.25278	1.51945	3.20994	4.60111	1.51945	3.20906	2.0908
0.247	1.52697	3.18237	1.25944	1.52905	3.18625	4.62343	1.52905	3.18674	2.10191
0.25	1.53649	3.15924	1.26546	1.53857	3.16314	4.64569	1.53857	3.16357	2.11197
0.253	1.54593	3.13545	1.2708	1.54803	3.14084	4.66799	1.54803	3.13952	2.12088
0.256	1.5553	3.11218	1.27677	1.55741	3.11462	4.68472	1.55741	3.11661	2.13084
0.259	1.5646	3.08746	1.28089	1.56672	3.0933	4.706	1.56672	3.09143	2.13772
0.262	1.57383	3.06339	1.28604	1.57596	3.06676	4.72039	1.57596	3.06766	2.1463
0.265	1.58298	3.03842	1.29004	1.58513	3.04249	4.7365	1.58513	3.04254	2.15298
0.268	1.59206	3.01311	1.29372	1.59422	3.01769	4.75104	1.59422	3.0171	2.15912
0.271	1.60106	2.98783	1.29733	1.60323	2.99154	4.76267	1.60323	2.99194	2.16515
0.274	1.60998	2.96197	1.30032	1.61217	2.96577	4.77394	1.61217	2.966	2.17014
0.277	1.61883	2.93568	1.30277	1.62103	2.9403	4.78454	1.62103	2.93957	2.17422
0.28	1.6276	2.90951	1.30531	1.62981	2.91254	4.79109	1.62981	2.9134	2.17847
0.283	1.63629	2.8825	1.30689	1.63851	2.88691	4.79949	1.63851	2.88631	2.1811
0.286	1.64489	2.85554	1.30846	1.64713	2.85948	4.80432	1.64713	2.85941	2.18373
0.289	1.65342	2.82828	1.30965	1.65566	2.83162	4.80761	1.65566	2.83216	2.18572
0.292	1.66186	2.80046	1.31009	1.66412	2.80466	4.81102	1.66412	2.8042	2.18645
0.295	1.67022	2.77257	1.3104	1.67249	2.77651	4.81168	1.67249	2.77631	2.18696
0.298	1.6785	2.74453	1.31051	1.68078	2.74739	4.80999	1.68078	2.74834	2.18715
0.301	1.68669	2.7157	1.3094	1.68898	2.72066	4.81021	1.68898	2.71927	2.18529
0.304	1.69479	2.6872	1.30906	1.69709	2.68977	4.80428	1.69709	2.6909	2.18473
0.307	1.70281	2.65801	1.30735	1.70512	2.66178	4.80048	1.70512	2.6616	2.18188
0.31	1.71074	2.6286	1.30549	1.71306	2.6326	4.79429	1.71306	2.63208	2.17877
0.313	1.71858	2.59921	1.30351	1.72091	2.60233	4.78516	1.72091	2.60278	2.17547
0.316	1.72633	2.56934	1.30087	1.72868	2.57258	4.77576	1.72868	2.57287	2.17105
0.319	1.734	2.53904	1.29758	1.73635	2.54314	4.7658	1.73635	2.54235	2.16556
0.322	1.74157	2.50895	1.29441	1.74393	2.51205	4.75186	1.74393	2.51241	2.16027
0.325	1.74905	2.4787	1.29005	1.75142	2.4834	4.73844	1.75142	2.4825	2.15301
0.328	1.75644	2.44742	1.28615	1.75882	2.45082	4.72255	1.75882	2.45068	2.14649
0.331	1.76373	2.41659	1.28168	1.76613	2.41917	4.70422	1.76613	2.41998	2.13904
0.334	1.77094	2.38508	1.27624	1.77334	2.3887	4.68688	1.77334	2.38823	2.12996
0.337	1.77805	2.35361	1.27075	1.78046	2.35708	4.6664	1.78046	2.35675	2.12078
0.34	1.78506	2.32209	1.26502	1.78748	2.32472	4.64344	1.78748	2.32532	2.11123
0.343	1.79198	2.29004	1.25848	1.79441	2.29316	4.62079	1.79441	2.29312	2.10032
0.346	1.7988	2.25786	1.25144	1.80124	2.26172	4.59668	1.80124	2.26088	2.08857
0.349	1.80552	2.22576	1.24482	1.80797	2.22767	4.56799	1.80797	2.22884	2.07752
0.352	1.81215	2.19301	1.23664	1.81461	2.19667	4.54214	1.81461	2.19591	2.06386
0.355	1.81868	2.1604	1.22878	1.82115	2.16332	4.5117	1.82115	2.1633	2.05075
0.358	1.82512	2.12764	1.22045	1.82759	2.13007	4.47994	1.82759	2.13058	2.03684
0.361	1.83145	2.09445	1.21135	1.83393	2.09754	4.44821	1.83393	2.09728	2.02165
0.364	1.83768	2.06118	1.20201	1.84018	2.06422	4.41412	1.84018	2.06388	2.00607
0.367	1.84382	2.02799	1.19255	1.84632	2.03026	4.37725	1.84632	2.03086	1.99028
0.37	1.84985	1.99389	1.1822	1.85236	1.99627	4.34129	1.85236	1.99597	1.97299
0.373	1.85578	1.96067	1.17187	1.8583	1.96263	4.30107	1.8583	1.96333	1.95577
0.376	1.86161	1.92685	1.16086	1.86414	1.92899	4.26097	1.86414	1.92956	1.9374
0.379	1.86734	1.89259	1.14905	1.86988	1.89596	4.22098	1.86988	1.89508	1.91768
0.382	1.87297	1.85857	1.13755	1.87551	1.86088	4.17632	1.87551	1.86103	1.89849
0.385	1.87849	1.82445	1.12552	1.88104	1.82631	4.13075	1.88104	1.82706	1.87842
0.388	1.88391	1.78977	1.11243	1.88647	1.79296	4.08645	1.88647	1.79213	1.85657
0.391	1.88923	1.75531	1.09968	1.8918	1.75753	4.03749	1.89179	1.75759	1.83529
0.394	1.89445	1.72113	1.0867	1.89701	1.7223	3.98611	1.89702	1.72388	1.81364
0.397	1.89956	1.68546	1.07154	1.90213	1.69	3.94097	1.90213	1.6873	1.78831
0.4	1.90456	1.65135	1.05857	1.90715	1.65247	3.88337	1.90715	1.65378	1.76668
0.403	1.90946	1.61637	1.04386	1.91205	1.61761	3.8299	1.91205	1.61874	1.74213
0.406	1.91426	1.58071	1.02785	1.91686	1.58446	3.77884	1.91686	1.5825	1.7154
0.409	1.91895	1.54605	1.01313	1.92155	1.54808	3.71925	1.92155	1.54831	1.69085
0.412	1.92353	1.51104	0.997981	1.92614	1.51081	3.65821	1.92614	1.51317	1.66556
0.415	1.92801	1.47543	0.980517	1.93063	1.48141	3.60699	1.93063	1.47885	1.63645
0.418	1.93239	1.44008	0.964272	1.93501	1.44263	3.54165	1.93501	1.44217	1.6093
0.421	1.93665	1.40463	0.947559	1.93928	1.40603	3.478	1.93928	1.40644	1.58141
0.424	1.94081	1.36917	0.930123	1.94345	1.37096	3.41469	1.94345	1.37112	1.55231
0.427	1.94487	1.33348	0.912172	1.94751	1.33573	3.35044	1.94751	1.33526	1.52235
0.43	1.94882	1.29793	0.894214	1.95146	1.29958	3.28311	1.95146	1.29962	1.49238
0.433	1.95266	1.26246	0.875949	1.95531	1.26364	3.21435	1.95531	1.26432	1.4619
0.436	1.95639	1.22648	0.856554	1.95904	1.2288	3.1472	1.95904	1.22797	1.42952
0.439	1.96002	1.19092	0.83778	1.96268	1.19211	3.07497	1.96268	1.1925	1.39819
0.442	1.96354	1.15521	0.818104	1.9662	1.15665	3.00332	1.9662	1.15683	1.36536
0.445	1.96695	1.11932	0.797951	1.96962	1.12118	2.93095	1.96962	1.12076	1.33172
0.448	1.97025	1.08363	0.777819	1.97292	1.08503	2.85567	1.97292	1.0851	1.29812
0.451	1.97345	1.04792	0.757295	1.97613	1.04899	2.77932	1.97613	1.04942	1.26387
0.454	1.97654	1.01196	0.736021	1.97922	1.01359	2.70338	1.97922	1.01324	1.22836
0.457	1.97952	0.97622	0.714675	1.98221	0.977916	2.62504	1.98221	0.977561	1.19274
0.46	1.9824	0.940331	0.693353	1.98508	0.940364	2.54357	1.98509	0.941101	1.15714
0.463	1.98516	0.904599	0.670965	1.98786	0.906112	2.46465	1.98786	0.905725	1.11979
0.466	1.98782	0.868944	0.648729	1.99052	0.87024	2.38215	1.99052	0.870156	1.08268
0.469	1.99038	0.833238	0.626209	1.99308	0.834018	2.29823	1.99308	0.834354	1.0451
0.472	1.99282	0.797499	0.603055	1.99553	0.798691	2.2145	1.99553	0.79859	1.00646
0.475	1.99516	0.761793	0.579676	1.99787	0.763092	2.12921	1.99787	0.762805	0.967438
0.478	1.99739	0.726234	0.556271	2.0001	0.726893	2.04152	2.0001	0.7272	0.928376
0.481	1.99952	0.690681	0.53226	2.00223	0.691628	1.95402	2.00223	0.691711	0.888306
0.484	2.00154	0.654956	0.50777	2.00425	0.656282	1.86611	2.00425	0.655694	0.847427
0.487	2.00345	0.619735	0.483683	2.00617	0.620106	1.77417	2.00617	0.620683	0.807235
0.49	2.00526	0.584211	0.458657	2.00798	0.584943	1.68386	2.00798	0.584998	0.765465
0.493	2.00696	0.54877	0.433362	2.00968	0.549867	1.59246	2.00968	0.549435	0.723248
0.496	2.00855	0.513612	0.408159	2.01127	0.51429	1.49842	2.01127	0.514356	0.681189
0.499	2.01004	0.47844	0.382623	2.01276	0.478669	1.40353	2.01276	0.479098	0.638571
0.502	2.01142	0.443248	0.356411	2.01415	0.444128	1.30945	2.01415	0.443861	0.594825
0.505	2.0127	0.408099	0.329983	2.01543	0.408604	1.2129	2.01543	0.408163	0.550703
0.508	2.01387	0.373373	0.304061	2.0166	0.373334	1.11464	2.0166	0.373892	0.507456
0.511	2.01494	0.338458	0.277046	2.01767	0.339102	1.01775	2.01767	0.338933	0.46237
0.514	2.0159	0.303656	0.249977	2.01864	0.304371	0.919058	2.01863	0.303983	0.41719
0.517	2.01676	0.269179	0.223047	2.0195	0.269271	0.817898	2.0195	0.269599	0.372252
0.52	2.01752	0.234658	0.195576	2.02025	0.234724	0.717143	2.02025	0.235019	0.326404
0.523	2.01817	0.200097	0.167525	2.0209	0.200848	0.616987	2.0209	0.20026	0.279583
0.526	2.01872	0.166022	0.139861	2.02146	0.166267	0.51328	2.02145	0.166346	0.233421
0.529	2.01916	0.131834	0.111963	2.0219	0.131424	0.409247	2.0219	0.131982	0.186857
0.532	2.01951	0.0977458	0.0831823	2.02225	0.0983034	0.306857	2.02225	0.0978677	0.138825
0.535	2.01975	0.0638942	0.0547252	2.02249	0.0641319	0.201548	2.02249	0.0639454	0.0913313
0.538	2.01989	0.0302646	0.026196	2.02263	0.0299505	0.0949233	2.02263	0.0303276	0.0437201
0.541	2.01993	-0.00332689	-0.00286441	2.02267	-0.00340277	-0.0109241	2.02267	-0.00328002	-0.00477867
0.544	2.01987	-0.0368847	-0.0322553	2.02261	-0.0365717	-0.1169	2.02261	-0.0370267	-0.0538348
0.547	2.01971	-0.0700314	-0.0613935	2.02245	-0.0700847	-0.225407	2.02245	-0.0700853	-0.10246
0.55	2.01945	-0.102829	-0.0908098	2.02219	-0.102635	-0.334168	2.02219	-0.102393	-0.151535
0.553	2.01909	-0.136168	-0.120727	2.02183	-0.136085	-0.442069	2.02183	-0.136436	-0.201487
0.556	2.01863	-0.168833	-0.150412	2.02137	-0.169029	-0.552274	2.02137	-0.169024	-0.251025
0.559	2.01808	-0.201412	-0.180291	2.02082	-0.20197	-0.662925	2.02082	-0.201694	-0.300893
0.562	2.01743	-0.233851	-0.2106	2.02016	-0.234063	-0.772908	2.02016	-0.23416	-0.351476
0.565	2.01668	-0.266101	-0.240958	2.01941	-0.266228	-0.883834	2.01941	-0.266479	-0.402142
0.568	2.01583	-0.298079	-0.27118	2.01856	-0.298718	-0.99644	2.01856	-0.298501	-0.45258
0.571	2.01489	-0.329875	-0.301751	2.01762	-0.330406	-1.10851	2.01762	-0.330237	-0.503597
0.574	2.01385	-0.361681	-0.332755	2.01658	-0.361767	-1.21989	2.01658	-0.362295	-0.555349
0.577	2.01272	-0.392929	-0.36317	2.01545	-0.393701	-1.33454	2.01545	-0.393388	-0.606101
0.58	2.01149	-0.424183	-0.394089	2.01422	-0.42502	-1.44798	2.01422	-0.424736	-0.657705
0.583	2.01017	-0.455303	-0.425362	2.0129	-0.455673	-1.56069	2.0129	-0.455976	-0.709901
0.586	2.00876	-0.486066	-0.456448	2.01149	-0.486458	-1.67496	2.01149	-0.486719	-0.761779
0.589	2.00726	-0.516569	-0.487342	2.00998	-0.517655	-1.7908	2.00998	-0.517258	-0.813338
0.592	2.00566	-0.546917	-0.518691	2.00838	-0.547827	-1.90529	2.00838	-0.547595	-0.865656
0.595	2.00398	-0.577401	-0.550484	2.00669	-0.578064	-2.01886	2.00669	-0.578708	-0.918738
0.598	2.0022	-0.606973	-0.581436	2.00492	-0.608072	-2.13582	2.00492	-0.607805	-0.970375
0.601	2.00033	-0.636553	-0.612798	2.00305	-0.637838	-2.25188	2.00305	-0.637324	-1.02271
0.604	1.99838	-0.666142	-0.644712	2.00109	-0.666808	-2.36602	2.00109	-0.667113	-1.07598
0.607	1.99634	-0.695311	-0.676333	1.99905	-0.695877	-2.48173	1.99905	-0.696283	-1.12875
0.61	1.99421	-0.724119	-0.707606	1.99691	-0.725372	-2.59928	1.99691	-0.725052	-1.18094
0.613	1.99199	-0.752796	-0.739193	1.99469	-0.754245	-2.71574	1.9947	-0.753801	-1.23366
0.616	1.98969	-0.781319	-0.771373	1.99239	-0.781778	-2.82996	1.99239	-0.782364	-1.28737
0.619	1.98731	-0.80953	-0.802836	1.99	-0.810522	-2.94694	1.99	-0.810727	-1.33988
0.622	1.98484	-0.837221	-0.834143	1.98753	-0.838887	-3.06513	1.98753	-0.83825	-1.39212
0.625	1.98228	-0.864992	-0.866183	1.98497	-0.866119	-3.18008	1.98497	-0.86618	-1.4456
0.628	1.97965	-0.892434	-0.898082	1.98233	-0.893231	-3.29556	1.98233	-0.893714	-1.49884
0.631	1.97693	-0.919411	-0.929483	1.97961	-0.920698	-3.41305	1.97961	-0.920615	-1.55124
0.634	1.97413	-0.94619	-0.960949	1.97681	-0.947935	-3.53018	1.97681	-0.947446	-1.60375
0.637	1.97125	-0.972804	-0.992912	1.97392	-0.973934	-3.64495	1.97392	-0.974103	-1.6571
0.64	1.96829	-0.999235	-1.02483	1.97096	-1.00043	-3.76056	1.97096	-1.001	-1.71038
0.643	1.96526	-1.02498	-1.05576	1.96792	-1.02679	-3.87809	1.96792	-1.02636	-1.76199
0.646	1.96214	-1.05067	-1.08739	1.9648	-1.05223	-3.99329	1.9648	-1.05204	-1.81478
0.649	1.95895	-1.07618	-1.11913	1.96161	-1.07734	-4.10758	1.96161	-1.07771	-1.86776
0.652	1.95569	-1.10122	-1.1504	1.95834	-1.10258	-4.22335	1.95834	-1.10271	-1.91993
0.655	1.95235	-1.12594	-1.18148	1.95499	-1.12777	-4.33939	1.95499	-1.12742	-1.9718
0.658	1.94893	-1.1505	-1.21285	1.95157	-1.15218	-4.45356	1.95157	-1.15208	-2.02416
0.661	1.94544	-1.17472	-1.24431	1.94808	-1.17584	-4.56684	1.94808	-1.17628	-2.07666
0.664	1.94188	-1.19865	-1.27508	1.94452	-1.20037	-4.68175	1.94452	-1.20034	-2.12801
0.667	1.93825	-1.2221	-1.30586	1.94088	-1.2241	-4.79638	1.94088	-1.22368	-2.17939
0.67	1.93455	-1.24548	-1.33701	1.93717	-1.24705	-4.90846	1.93717	-1.24718	-2.23137
0.673	1.93078	-1.26847	-1.36785	1.9334	-1.26993	-5.02092	1.9334	-1.27024	-2.28284
0.676	1.92694	-1.29102	-1.39823	1.92955	-1.29286	-5.13434	1.92955	-1.29273	-2.33355
0.679	1.92303	-1.31334	-1.42863	1.92564	-1.31542	-5.24674	1.92564	-1.3151	-2.38428
0.682	1.91906	-1.3354	-1.45925	1.92166	-1.33703	-5.3571	1.92166	-1.3372	-2.43537
0.685	1.91502	-1.35719	-1.48964	1.91762	-1.35897	-5.46794	1.91762	-1.35933	-2.48611
0.688	1.91092	-1.37839	-1.51927	1.91351	-1.38053	-5.57942	1.91351	-1.38025	-2.53555
0.691	1.90675	-1.39941	-1.54926	1.90934	-1.40141	-5.68889	1.90934	-1.40127	-2.58559
0.694	1.90252	-1.4202	-1.5792	1.9051	-1.42193	-5.79723	1.9051	-1.42217	-2.63558
0.697	1.89823	-1.44052	-1.6087	1.90081	-1.44236	-5.90608	1.90081	-1.44247	-2.6848
0.7	1.89388	-1.4605	-1.63791	1.89645	-1.46267	-6.01478	1.89645	-1.46245	-2.73355
0.703	1.88947	-1.48023	-1.66717	1.89203	-1.48236	-6.12179	1.89203	-1.48225	-2.78239
0.706	1.885	-1.4996	-1.69642	1.88756	-1.50132	-6.22741	1.88756	-1.5016	-2.8312
0.709	1.88047	-1.51868	-1.72509	1.88302	-1.52071	-6.33354	1.88302	-1.5208	-2.87906
0.712	1.87589	-1.53723	-1.7535	1.87843	-1.53956	-6.43956	1.87843	-1.53925	-2.92646
0.715	1.87125	-1.55563	-1.78205	1.87379	-1.55777	-6.54317	1.87379	-1.55774	-2.97411
0.718	1.86655	-1.57367	-1.81038	1.86909	-1.5756	-6.64596	1.86909	-1.57585	-3.02139
0.721	1.86181	-1.59127	-1.83821	1.86433	-1.59335	-6.74903	1.86433	-1.5934	-3.06785
0.724	1.85701	-1.60854	-1.86576	1.85953	-1.61097	-6.85154	1.85953	-1.61071	-3.11382
0.727	1.85215	-1.6255	-1.89334	1.85467	-1.62773	-6.95198	1.85467	-1.62766	-3.15984
0.73	1.84725	-1.64232	-1.92081	1.84976	-1.64457	-7.05112	1.84976	-1.64489	-3.20571
0.733	1.8423	-1.65838	-1.94756	1.8448	-1.66068	-7.15089	1.8448	-1.66064	-3.25034
0.736	1.8373	-1.6742	-1.97409	1.8398	-1.67675	-7.24978	1.8398	-1.6764	-3.29462
0.739	1.83226	-1.68983	-2.00076	1.83474	-1.69212	-7.34601	1.83474	-1.69214	-3.33912
0.742	1.82716	-1.70505	-2.02712	1.82964	-1.70704	-7.44131	1.82964	-1.70738	-3.38312
0.745	1.82203	-1.71983	-2.05284	1.8245	-1.72212	-7.53715	1.8245	-1.72216	-3.42605
0.748	1.81685	-1.73425	-2.0782	1.81931	-1.73698	-7.6323	1.81931	-1.73658	-3.46837
0.751	1.81162	-1.74842	-2.10375	1.81408	-1.75074	-7.72419	1.81408	-1.75075	-3.51101
0.754	1.80636	-1.76229	-2.12915	1.80881	-1.76419	-7.81472	1.80881	-1.76478	-3.55341
0.757	1.80105	-1.77553	-2.15337	1.80349	-1.77812	-7.90753	1.80349	-1.77788	-3.59382
0.76	1.7957	-1.78855	-2.17762	1.79814	-1.79142	-7.99788	1.79814	-1.79091	-3.6343
0.763	1.79032	-1.80134	-2.20213	1.79275	-1.80363	-8.08461	1.79275	-1.80381	-3.6752
0.766	1.7849	-1.81371	-2.22613	1.78732	-1.81564	-8.17094	1.78732	-1.81619	-3.71526
0.769	1.77944	-1.82557	-2.24916	1.78185	-1.8282	-8.25883	1.78185	-1.82805	-3.75369
0.772	1.77394	-1.83707	-2.27197	1.77635	-1.84012	-8.345	1.77635	-1.83946	-3.79174
0.775	1.76841	-1.84823	-2.29574	1.77081	-1.84969	-8.42562	1.77081	-1.85041	-3.83141
0.778	1.76285	-1.85938	-2.31795	1.76524	-1.8614	-8.50788	1.76524	-1.86198	-3.86849
0.781	1.75726	-1.86967	-2.33928	1.75964	-1.87275	-8.59212	1.75964	-1.8721	-3.90408
0.784	1.75163	-1.87986	-2.36106	1.75401	-1.88292	-8.67169	1.75401	-1.88236	-3.94044
0.787	1.74598	-1.88981	-2.38312	1.74835	-1.89184	-8.7472	1.74835	-1.89241	-3.97727
0.79	1.7403	-1.89924	-2.40418	1.74266	-1.90122	-8.82406	1.74266	-1.90188	-4.0124
