# Time indexes blocks. 
# Columns Headings: 
# x	var0 u	var0 q	var0 sigma	var1 u	var1 q	var1 sigma	var2 u	var2 q	var2 sigma
# t = 0
0.844	1.63431	-2.00683	-0.000610204	1.63652	-2.00905	0.000664184	1.63653	-2.00962	-0.00102038
0.847	1.62828	-2.0099	-0.00202437	1.6305	-2.00983	0.00859374	1.63049	-2.01287	-0.00339292
0.85	1.62225	-2.01163	0.000151976	1.62446	-2.01455	-0.000617517	1.62445	-2.01432	0.000252766
0.853	1.61621	-2.01315	0.001764	1.61841	-2.01826	-0.00749611	1.61841	-2.01562	0.00295711
0.856	1.61017	-2.01498	0.000349214	1.61235	-2.01811	-0.00159033	1.61236	-2.01757	0.0005916
0.859	1.60412	-2.01674	-0.00174746	1.6063	-2.01721	0.00736294	1.6063	-2.0198	-0.00293385
0.862	1.59807	-2.01728	-0.000838573	1.60025	-2.01885	0.00351285	1.60024	-2.02007	-0.00140546
0.865	1.59202	-2.01719	0.00121209	1.59419	-2.0226	-0.00889954	1.59418	-2.02012	0.00201276
0.868	1.58597	-2.01762	0.000975138	1.58812	-2.02166	-0.0039962	1.58812	-2.02026	0.00163405
0.871	1.57992	-2.01804	-0.00188252	1.58206	-2.01825	0.00807398	1.58206	-2.02102	-0.00315509
0.874	1.57386	-2.01738	-0.00124983	1.576	-2.0185	0.00543457	1.576	-2.02034	-0.00210145
0.877	1.56781	-2.01581	0.00156064	1.56995	-2.02051	-0.00653826	1.56994	-2.01825	0.00261745
0.88	1.56177	-2.01455	0.00170692	1.56388	-2.01947	-0.00745339	1.56389	-2.01696	0.00286727
0.883	1.55573	-2.01377	-0.00141287	1.55783	-2.01475	0.00565884	1.55784	-2.01674	-0.00236937
0.886	1.54969	-2.01173	-0.00237194	1.55179	-2.01155	0.00761654	1.55179	-2.01451	-0.00396356
0.889	1.54365	-2.00918	0.00237523	1.54576	-2.01473	-0.00741289	1.54575	-2.0118	0.00396763
0.892	1.53763	-2.0065	0.00139139	1.53971	-2.01093	-0.00580861	1.53972	-2.00897	0.00233801
0.895	1.53162	-2.00436	-0.00164961	1.53369	-2.00498	0.00706058	1.5337	-2.00735	-0.00276722
0.898	1.52561	-2.00113	-0.00156812	1.52768	-2.00184	0.00675857	1.52768	-2.00409	-0.00263371
0.901	1.51961	-1.99695	0.0011454	1.52168	-2.00104	-0.00474624	1.52167	-1.99942	0.0019215
0.904	1.51362	-1.99296	0.00189737	1.51568	-1.99808	-0.00821153	1.51568	-1.99538	0.00318306
0.907	1.50765	-1.98937	-0.000742839	1.50969	-1.99111	0.00281318	1.5097	-1.99211	-0.00124041
0.91	1.50169	-1.98519	-0.00151958	1.50373	-1.98526	0.00898314	1.50373	-1.98783	-0.0025335
0.913	1.49574	-1.97991	0.000393464	1.49778	-1.98307	-0.00141345	1.49777	-1.98256	0.000654977
0.916	1.48981	-1.97442	0.00185043	1.49183	-1.97933	-0.00786053	1.49183	-1.97675	0.0031069
0.919	1.48389	-1.96942	0.000196613	1.48591	-1.97237	-0.000956658	1.48591	-1.97208	0.00032978
0.922	1.47799	-1.9641	-0.001733	1.48	-1.96458	0.00735263	1.48	-1.96699	-0.00290554
0.925	1.47211	-1.95788	-0.00081992	1.47411	-1.95947	0.00373086	1.47411	-1.96064	-0.00137794
0.928	1.46625	-1.95099	0.00172766	1.46824	-1.95575	-0.00712272	1.46824	-1.9534	0.00289375
0.931	1.4604	-1.9446	0.00157477	1.46238	-1.94886	-0.00453128	1.46239	-1.94709	0.00263754
0.934	1.45458	-1.93813	-0.00272017	1.45655	-1.9377	0.00931229	1.45656	-1.94104	-0.0045572
0.937	1.44878	-1.93067	-0.000839942	1.45075	-1.93221	0.00354014	1.45074	-1.93333	-0.00140928
0.94	1.443	-1.92252	0.00207788	1.44496	-1.92762	-0.00889269	1.44496	-1.92478	0.00348535
0.943	1.43724	-1.9149	0.00132081	1.43919	-1.9191	-0.00574692	1.43919	-1.91729	0.00221709
0.946	1.43151	-1.90741	-0.0015792	1.43345	-1.90805	0.00665788	1.43345	-1.91018	-0.00264564
0.949	1.4258	-1.8991	-0.00185451	1.42774	-1.89944	0.00807904	1.42773	-1.90197	-0.00311526
0.952	1.42011	-1.88976	0.00113428	1.42205	-1.89359	-0.00439318	1.42204	-1.89212	0.00190022
0.955	1.41446	-1.88098	0.00260562	1.41638	-1.88673	-0.00841499	1.41638	-1.8837	0.00433724
0.958	1.40883	-1.87192	-0.000627034	1.41074	-1.87375	0.0023475	1.41074	-1.87454	-0.00105056
0.961	1.40323	-1.86264	-0.00170475	1.40514	-1.8631	0.00727093	1.40513	-1.86537	-0.00285941
0.964	1.39765	-1.8525	-4.6729e-05	1.39956	-1.85493	0.000313011	1.39955	-1.855	-8.11e-05
0.967	1.39211	-1.84208	0.00164095	1.39401	-1.84648	-0.00694543	1.394	-1.84431	0.00275229
0.97	1.3866	-1.83194	0.000725003	1.38848	-1.83525	-0.00329568	1.38849	-1.83427	0.00121981
0.973	1.38112	-1.82185	-0.00158401	1.383	-1.82248	0.0065051	1.383	-1.82453	-0.00265589
0.976	1.37567	-1.81073	-0.00153461	1.37755	-1.81154	0.00443528	1.37754	-1.81319	-0.00256465
0.979	1.37026	-1.79933	0.00234861	1.37212	-1.80427	-0.00774554	1.37212	-1.80157	0.00392979
0.982	1.36488	-1.78803	0.0010072	1.36673	-1.79159	-0.004206	1.36673	-1.7903	0.00169139
0.985	1.35953	-1.77697	-0.001633	1.36137	-1.77747	0.00700333	1.36138	-1.7796	-0.00273901
0.988	1.35421	-1.76505	-0.00143968	1.35606	-1.76575	0.00622772	1.35606	-1.76762	-0.00241711
0.991	1.34894	-1.75243	0.0010132	1.35078	-1.75593	-0.00420558	1.35077	-1.75463	0.00169769
0.994	1.3437	-1.7399	0.00185267	1.34553	-1.74436	-0.00796411	1.34553	-1.74197	0.00310951
0.997	1.3385	-1.72779	-0.00035199	1.34031	-1.72972	0.00132428	1.34032	-1.73015	-0.000587627
1	1.33333	-1.71532	-0.00201081	1.33515	-1.71532	0.00854138	1.33515	-1.71789	-0.00337318


# t = 6e-07
0.1	1	3.81464	-0.152781	1.00136	3.81971	-0.561045	1.00136	3.81985	-0.254981
0.103	1.01144	3.81246	-0.157291	1.01282	3.81765	-0.577491	1.01282	3.81761	-0.262508
0.106	1.02287	3.80985	-0.161756	1.02427	3.81498	-0.593928	1.02427	3.815	-0.26996
0.109	1.0343	3.80675	-0.166201	1.03571	3.81188	-0.610235	1.03571	3.81189	-0.277379
0.112	1.04571	3.80319	-0.170617	1.04714	3.80836	-0.626429	1.04714	3.80834	-0.284749
0.115	1.05712	3.79916	-0.174998	1.05856	3.80427	-0.642548	1.05856	3.80429	-0.292061
0.118	1.06851	3.79465	-0.179351	1.06996	3.79976	-0.658525	1.06996	3.79978	-0.299325
0.121	1.07989	3.78968	-0.183678	1.08135	3.79489	-0.674347	1.08135	3.79482	-0.306547
0.124	1.09125	3.78423	-0.18795	1.09273	3.78926	-0.690127	1.09273	3.78931	-0.313676
0.127	1.10259	3.77834	-0.192203	1.10409	3.7835	-0.70568	1.10409	3.78347	-0.320774
0.13	1.11392	3.77197	-0.196409	1.11543	3.77704	-0.721159	1.11543	3.77706	-0.327793
0.133	1.12522	3.76513	-0.200578	1.12675	3.77021	-0.736456	1.12675	3.77021	-0.334752
0.136	1.13651	3.75784	-0.204707	1.13805	3.76297	-0.751591	1.13805	3.76294	-0.341641
0.139	1.14777	3.75007	-0.208787	1.14933	3.75509	-0.766619	1.14933	3.75512	-0.348451
0.142	1.15901	3.74187	-0.212828	1.16058	3.74698	-0.781412	1.16058	3.74696	-0.355196
0.145	1.17022	3.7331	-0.216848	1.17181	3.73774	-0.796215	1.17181	3.73776	-0.361907
0.148	1.1814	3.72405	-0.220759	1.18301	3.72901	-0.810602	1.18301	3.72906	-0.368433
0.151	1.19256	3.71447	-0.224664	1.19418	3.71956	-0.824844	1.19418	3.71952	-0.374948
0.154	1.20369	3.70441	-0.228504	1.20533	3.70938	-0.838997	1.20533	3.70939	-0.381358
0.157	1.21479	3.69395	-0.232291	1.21644	3.69895	-0.85292	1.21644	3.69898	-0.387678
0.16	1.22585	3.683	-0.236037	1.22752	3.68801	-0.866613	1.22752	3.68798	-0.39393
0.163	1.23689	3.6716	-0.239717	1.23857	3.67653	-0.880157	1.23857	3.67653	-0.400072
0.166	1.24788	3.65984	-0.243335	1.24958	3.66481	-0.893495	1.24958	3.66486	-0.406109
0.169	1.25884	3.64746	-0.246909	1.26056	3.65231	-0.906548	1.26056	3.6523	-0.412075
0.172	1.26977	3.63487	-0.25039	1.27149	3.63968	-0.919544	1.27149	3.63987	-0.417883
0.175	1.28065	3.6216	-0.253896	1.28239	3.6267	-0.931935	1.28239	3.62645	-0.423735
0.178	1.2915	3.60809	-0.257233	1.29325	3.61287	-0.94458	1.29325	3.61296	-0.429305
0.181	1.3023	3.59413	-0.260534	1.30407	3.59885	-0.956829	1.30407	3.59907	-0.434813
0.184	1.31306	3.57951	-0.263874	1.31485	3.58464	-0.968399	1.31485	3.58425	-0.44039
0.187	1.32378	3.56484	-0.266964	1.32558	3.56947	-0.980554	1.32558	3.56977	-0.445543
0.19	1.33445	3.54876	-0.270172	1.33626	3.55311	-0.991326	1.33626	3.55251	-0.45091
0.193	1.34507	3.53389	-0.273015	1.3469	3.53766	-1.00374	1.3469	3.53874	-0.455641
0.196	1.35565	3.51761	-0.276166	1.35749	3.52249	-1.01388	1.35749	3.52242	-0.460901
0.199	1.36618	3.50083	-0.279196	1.36804	3.50628	-1.02401	1.36804	3.50538	-0.465961
0.202	1.37666	3.48431	-0.281733	1.37853	3.48813	-1.0358	1.37853	3.48921	-0.47019
0.205	1.38708	3.46668	-0.284664	1.38897	3.47142	-1.04508	1.38897	3.47137	-0.475084
0.208	1.39746	3.44858	-0.287611	1.39936	3.45468	-1.05383	1.39936	3.45296	-0.480007
0.211	1.40778	3.43137	-0.289258	1.40969	3.43247	-1.06732	1.40969	3.43652	-0.482745
0.214	1.41804	3.41142	-0.293204	1.41997	3.4196	-1.07093	1.41997	3.41544	-0.489343
0.217	1.42825	3.39391	-0.294301	1.43019	3.3953	-1.0857	1.43019	3.39906	-0.491161
0.22	1.4384	3.37329	-0.297725	1.44035	3.38003	-1.08959	1.44035	3.3775	-0.496888
0.223	1.44849	3.35392	-0.299647	1.45046	3.35877	-1.09974	1.45046	3.35837	-0.500091
0.226	1.45852	3.33453	-0.301232	1.4605	3.33625	-1.11062	1.4605	3.33955	-0.502728
0.229	1.4685	3.31257	-0.304535	1.47049	3.32011	-1.11293	1.47049	3.31648	-0.508257
0.232	1.4784	3.29263	-0.305886	1.48042	3.29682	-1.12392	1.48041	3.29732	-0.510498
0.235	1.48825	3.26776	-0.306529	1.49025	3.26703	-1.1288	1.49027	3.26901	-0.511624
0.238	1.49803	3.2498	-0.309216	1.50007	3.25153	-1.13967	1.50006	3.25435	-0.516056
0.241	1.50775	3.22807	-0.311031	1.50979	3.22999	-1.14628	1.50979	3.23293	-0.519083
0.244	1.51739	3.20399	-0.314214	1.51945	3.21285	-1.14566	1.51945	3.20755	-0.524413
0.247	1.52697	3.18285	-0.314271	1.52905	3.18462	-1.15857	1.52905	3.18758	-0.524489
0.25	1.53649	3.15964	-0.315862	1.53857	3.16165	-1.16359	1.53857	3.16426	-0.527147
0.253	1.54593	3.13423	-0.319282	1.54803	3.14533	-1.15999	1.54803	3.1374	-0.532876
0.256	1.5553	3.11364	-0.31663	1.55742	3.10724	-1.18133	1.55741	3.11918	-0.52841
0.259	1.5646	3.08612	-0.322729	1.56673	3.1003	-1.16685	1.56672	3.08908	-0.538631
0.262	1.57383	3.06421	-0.320365	1.57597	3.06368	-1.1851	1.57596	3.06909	-0.534655
0.265	1.58298	3.03851	-0.322485	1.58513	3.04242	-1.1844	1.58513	3.04268	-0.538205
0.268	1.59206	3.01251	-0.324154	1.59422	3.0196	-1.18436	1.59422	3.01605	-0.540999
0.271	1.60106	2.98823	-0.323825	1.60323	2.99028	-1.19296	1.60323	2.99267	-0.540435
0.274	1.60998	2.96218	-0.324803	1.61217	2.96493	-1.19482	1.61217	2.96629	-0.542072
0.277	1.61883	2.93503	-0.326631	1.62103	2.94292	-1.19184	1.62103	2.93854	-0.545132
0.28	1.6276	2.91028	-0.325421	1.62981	2.90876	-1.20412	1.62981	2.91391	-0.543109
0.283	1.63629	2.88195	-0.32755	1.6385	2.88893	-1.19625	1.63851	2.88533	-0.546667
0.286	1.64489	2.85551	-0.327201	1.64713	2.85981	-1.20072	1.64712	2.85941	-0.546074
0.289	1.65342	2.82874	-0.326668	1.65566	2.82963	-1.20523	1.65566	2.83287	-0.545181
0.292	1.66186	2.80006	-0.328156	1.66412	2.80628	-1.19985	1.66412	2.80355	-0.547674
0.295	1.67022	2.77242	-0.32789	1.67249	2.77729	-1.20177	1.67249	2.77608	-0.547227
0.298	1.6785	2.74532	-0.326276	1.68077	2.74392	-1.20842	1.68078	2.74961	-0.54452
0.301	1.68669	2.71486	-0.32949	1.68897	2.72626	-1.19432	1.68898	2.71794	-0.549908
0.304	1.69479	2.68779	-0.325461	1.69709	2.68505	-1.20772	1.69709	2.69181	-0.543164
0.307	1.70281	2.65791	-0.327107	1.70512	2.66259	-1.19896	1.70512	2.66151	-0.545918
0.31	1.71074	2.62808	-0.327117	1.71306	2.63427	-1.1951	1.71306	2.63118	-0.545944
0.313	1.71858	2.59964	-0.325241	1.72092	2.60081	-1.19936	1.72091	2.60348	-0.542797
0.316	1.72634	2.56963	-0.324773	1.72868	2.57168	-1.19582	1.72868	2.57341	-0.542017
0.319	1.734	2.53825	-0.325577	1.73635	2.54571	-1.18604	1.73635	2.54097	-0.54338
0.322	1.74157	2.50938	-0.323074	1.74394	2.51103	-1.1906	1.74393	2.51321	-0.539178
0.325	1.74905	2.48076	-0.325066	1.7514	2.49219	-1.18251	1.75143	2.48679	-0.542461
0.328	1.75644	2.44717	-0.321724	1.75883	2.45102	-1.17964	1.75882	2.45018	-0.53694
0.331	1.76374	2.4174	-0.319159	1.76613	2.41653	-1.18179	1.76613	2.42141	-0.532639
0.334	1.77094	2.38464	-0.319811	1.77334	2.39025	-1.16842	1.77334	2.38745	-0.533751
0.337	1.77805	2.35328	-0.318193	1.78046	2.35819	-1.1642	1.78046	2.35621	-0.531046
0.34	1.78506	2.32269	-0.315302	1.78748	2.32272	-1.16527	1.78748	2.32634	-0.526206
0.343	1.79198	2.28995	-0.314679	1.79441	2.29319	-1.15484	1.79441	2.29292	-0.52518
0.346	1.7988	2.25747	-0.314439	1.80124	2.26534	-1.14358	1.80124	2.26028	-0.524781
0.349	1.80553	2.22643	-0.309069	1.80797	2.2228	-1.15008	1.80798	2.22984	-0.515807
0.352	1.81215	2.19243	-0.310447	1.81461	2.19957	-1.12993	1.81461	2.19504	-0.518122
0.355	1.81868	2.1603	-0.307218	1.82115	2.16321	-1.12773	1.82115	2.16306	-0.512727
0.358	1.82512	2.1281	-0.304263	1.82759	2.12833	-1.12382	1.82759	2.13135	-0.507786
0.361	1.83145	2.09429	-0.303277	1.83393	2.09864	-1.11008	1.83393	2.0971	-0.506149
0.364	1.83768	2.06077	-0.301089	1.84018	2.06511	-1.10094	1.84017	2.06307	-0.502506
0.367	1.84382	2.02865	-0.297092	1.84632	2.02854	-1.09892	1.84632	2.03213	-0.495808
0.37	1.84985	1.99182	-0.295782	1.85235	1.99262	-1.08189	1.85236	1.99078	-0.493725
0.373	1.85578	1.96106	-0.291708	1.85831	1.95955	-1.08084	1.8583	1.96373	-0.486838
0.376	1.86161	1.92743	-0.289194	1.86413	1.92726	-1.06961	1.86414	1.93064	-0.48263
0.379	1.86734	1.89191	-0.28888	1.86987	1.89934	-1.04819	1.86988	1.89404	-0.48213
0.382	1.87297	1.85852	-0.28412	1.87551	1.85981	-1.04539	1.87551	1.86068	-0.474183
0.385	1.87849	1.8252	-0.279988	1.88104	1.82397	-1.03862	1.88104	1.82847	-0.467261
0.388	1.88392	1.78914	-0.27966	1.88647	1.79618	-1.01481	1.88647	1.79116	-0.466743
0.391	1.88923	1.75501	-0.274741	1.8918	1.75643	-1.0096	1.89179	1.7568	-0.458536
0.394	1.89445	1.72315	-0.268653	1.89699	1.71852	-1.00969	1.89703	1.72803	-0.448304
0.397	1.89956	1.68288	-0.273159	1.90214	1.69871	-0.962979	1.90213	1.6825	-0.455948
0.4	1.90456	1.65254	-0.262026	1.90715	1.64806	-0.981882	1.90714	1.65597	-0.437271
0.403	1.90947	1.61747	-0.25877	1.91205	1.61397	-0.966862	1.91206	1.62077	-0.431843
0.406	1.91426	1.57877	-0.260874	1.91685	1.5906	-0.928203	1.91686	1.57879	-0.435434
0.409	1.91895	1.54653	-0.252755	1.92157	1.54822	-0.931663	1.92155	1.54962	-0.421802
0.412	1.92354	1.51258	-0.244783	1.92614	1.50099	-0.934846	1.92615	1.51518	-0.408513
0.415	1.92801	1.47545	-0.248244	1.93063	1.50136	-0.870148	1.93062	1.48595	-0.41408
0.418	1.93239	1.44018	-0.241973	1.93501	1.44574	-0.881308	1.93501	1.44303	-0.403812
0.421	1.93665	1.4047	-0.236106	1.93928	1.40359	-0.873467	1.93928	1.40607	-0.394058
0.424	1.94082	1.36946	-0.232196	1.94345	1.37095	-0.854888	1.94345	1.37186	-0.387504
0.427	1.94487	1.33311	-0.229005	1.94751	1.33757	-0.833212	1.94751	1.33471	-0.382199
0.43	1.94882	1.29782	-0.223516	1.95146	1.2989	-0.821382	1.95146	1.29914	-0.373043
0.433	1.95266	1.2632	-0.217534	1.9553	1.26175	-0.80961	1.95531	1.26584	-0.363025
0.436	1.95639	1.22572	-0.216028	1.95904	1.23136	-0.779763	1.95905	1.22638	-0.360564
0.439	1.96002	1.19096	-0.208512	1.96268	1.19008	-0.771934	1.96267	1.19241	-0.347997
0.442	1.96354	1.15543	-0.204144	1.9662	1.15629	-0.752352	1.9662	1.15731	-0.340693
0.445	1.96695	1.11891	-0.2004	1.96962	1.12252	-0.728806	1.96962	1.12	-0.334465
0.448	1.97025	1.08369	-0.194311	1.97293	1.08477	-0.714638	1.97292	1.08519	-0.324289
0.451	1.97345	1.04835	-0.188377	1.97613	1.04769	-0.698805	1.97613	1.05025	-0.314375
0.454	1.97654	1.01156	-0.184776	1.97922	1.0145	-0.672565	1.97922	1.01241	-0.308393
0.457	1.97952	0.976081	-0.179463	1.98221	0.979655	-0.652894	1.98221	0.977526	-0.299506
0.46	1.9824	0.939674	-0.171888	1.98508	0.933515	-0.64416	1.98509	0.937932	-0.286955
0.463	1.98516	0.904143	-0.168617	1.98786	0.907108	-0.612434	1.98786	0.904783	-0.281426
0.466	1.98782	0.868983	-0.162367	1.99052	0.870889	-0.594677	1.99052	0.870381	-0.270972
0.469	1.99038	0.833402	-0.155789	1.99308	0.832452	-0.577896	1.99308	0.834468	-0.260003
0.472	1.99282	0.797478	-0.150997	1.99553	0.799239	-0.552604	1.99553	0.798638	-0.252
0.475	1.99516	0.761585	-0.145576	1.99787	0.764228	-0.529451	1.99787	0.762505	-0.242959
0.478	1.99739	0.726368	-0.138362	2.00011	0.725412	-0.513486	2.0001	0.727255	-0.230918
0.481	1.99952	0.690963	-0.13286	2.00223	0.691976	-0.489275	2.00223	0.692473	-0.221717
0.484	2.00154	0.65427	-0.128339	2.00426	0.657799	-0.460676	2.00425	0.654273	-0.214215
0.487	2.00345	0.620322	-0.119543	2.00617	0.618361	-0.449353	2.00617	0.621823	-0.199488
0.49	2.00526	0.584248	-0.114548	2.00797	0.584695	-0.421567	2.00798	0.585024	-0.191174
0.493	2.00696	0.548336	-0.109366	2.00968	0.551211	-0.393676	2.00968	0.548623	-0.182538
0.496	2.00855	0.513766	-0.101873	2.01128	0.514369	-0.375224	2.01127	0.514762	-0.17001
0.499	2.01004	0.478727	-0.0946374	2.01276	0.476867	-0.35546	2.01276	0.479445	-0.157941
0.502	2.01142	0.443148	-0.0897658	2.01415	0.445438	-0.324581	2.01415	0.443834	-0.14981
0.505	2.0127	0.407388	-0.0845195	2.01544	0.407663	-0.302389	2.01543	0.405016	-0.141148
0.508	2.01387	0.373704	-0.0746119	2.0166	0.370954	-0.284547	2.0166	0.374301	-0.124519
0.511	2.01494	0.338395	-0.0696633	2.01767	0.339972	-0.25253	2.01767	0.338961	-0.11626
0.514	2.0159	0.303245	-0.0634798	2.01864	0.305489	-0.225672	2.01863	0.303158	-0.105959
0.517	2.01676	0.269501	-0.0549321	2.0195	0.268243	-0.208001	2.01949	0.270207	-0.0916664
0.52	2.01752	0.234928	-0.0481457	2.02025	0.233744	-0.182431	2.02025	0.235513	-0.0803432
0.523	2.01817	0.199519	-0.0433908	2.0209	0.202675	-0.147935	2.02091	0.199148	-0.0724369
0.526	2.01872	0.16641	-0.0348941	2.02146	0.166765	-0.129553	2.02145	0.167236	-0.0582162
0.529	2.01916	0.131974	-0.0264239	2.0219	0.128632	-0.108065	2.0219	0.131982	-0.0441054
0.532	2.01951	0.0974753	-0.0219128	2.02225	0.100167	-0.0718088	2.02225	0.0975527	-0.0365726
0.535	2.01975	0.0637006	-0.0141587	2.02249	0.0647021	-0.0482852	2.02249	0.0635829	-0.0236367
0.538	2.01989	0.0305414	-0.00557473	2.02263	0.0284601	-0.0280239	2.02263	0.0307225	-0.00929896
0.541	2.01993	-0.00313082	0.00104462	2.02267	-0.00355551	0.00139269	2.02267	-0.00281896	0.00175409
0.544	2.01987	-0.0373663	0.00686491	2.02261	-0.0352315	0.0343813	2.02261	-0.0379614	0.0114385
0.547	2.01971	-0.0699238	0.0153445	2.02245	-0.0697615	0.0563835	2.02245	-0.0697651	0.0256176
0.55	2.01945	-0.101198	0.0232593	2.02219	-0.0993265	0.0809176	2.02219	-0.0978793	0.0389371
0.553	2.01909	-0.136561	0.0292319	2.02183	-0.135136	0.114513	2.02183	-0.137236	0.0487692
0.556	2.01863	-0.168733	0.0376197	2.02138	-0.168761	0.138034	2.02137	-0.168729	0.0627925
0.559	2.01808	-0.201279	0.0458236	2.02082	-0.203257	0.162476	2.02082	-0.201599	0.0764746
0.562	2.01743	-0.233882	0.0523842	2.02016	-0.233568	0.194379	2.02016	-0.234146	0.0874274
0.565	2.01668	-0.266282	0.0595545	2.01941	-0.265239	0.22392	2.01941	-0.266743	0.0993885
0.568	2.01583	-0.298001	0.0683939	2.01857	-0.299808	0.246521	2.01856	-0.298507	0.114141
0.571	2.01489	-0.329598	0.075949	2.01762	-0.330545	0.275304	2.01762	-0.329534	0.126772
0.574	2.01385	-0.36225	0.0816757	2.01658	-0.360313	0.311091	2.01658	-0.363478	0.136284
0.577	2.01272	-0.392572	0.0916718	2.01545	-0.394537	0.32991	2.01545	-0.39266	0.15301
0.58	2.01149	-0.423964	0.0993209	2.01422	-0.426109	0.358511	2.01422	-0.4244	0.165764
0.583	2.01017	-0.455611	0.105485	2.0129	-0.454744	0.393851	2.0129	-0.45656	0.176035
0.586	2.00876	-0.486195	0.113373	2.01149	-0.485247	0.421977	2.01149	-0.486813	0.189212
0.589	2.00726	-0.516314	0.122966	2.00998	-0.519327	0.442766	2.00998	-0.516945	0.205224
0.592	2.00566	-0.546628	0.130336	2.00838	-0.548379	0.473465	2.00838	-0.546987	0.217536
0.595	2.00398	-0.578897	0.135507	2.0067	-0.578965	0.511458	2.00669	-0.582826	0.226035
0.598	2.0022	-0.606855	0.14615	2.00492	-0.609336	0.530641	2.00491	-0.607733	0.243912
0.601	2.00033	-0.636042	0.154704	2.00305	-0.639435	0.556556	2.00305	-0.636352	0.25821
0.604	1.99838	-0.666477	0.160276	2.00109	-0.665963	0.595286	2.00109	-0.66779	0.267473
0.607	1.99634	-0.695614	0.167896	1.99905	-0.694302	0.625615	1.99905	-0.696734	0.2802
0.61	1.99421	-0.723822	0.177847	1.99692	-0.726433	0.645772	1.99691	-0.724518	0.296824
0.613	1.99199	-0.752505	0.186107	1.99469	-0.756093	0.67317	1.9947	-0.753432	0.310602
0.616	1.98969	-0.781527	0.190958	1.99239	-0.778993	0.714604	1.99239	-0.782506	0.318698
0.619	1.9873	-0.809976	0.200221	1.99001	-0.810445	0.739835	1.99	-0.811677	0.334129
0.622	1.98484	-0.836617	0.210481	1.98753	-0.840942	0.758088	1.98753	-0.83712	0.351301
0.625	1.98228	-0.865065	0.216354	1.98497	-0.865967	0.795786	1.98497	-0.866333	0.361075
0.628	1.97965	-0.892878	0.223044	1.98233	-0.891621	0.830192	1.98233	-0.894518	0.372228
0.631	1.97693	-0.919267	0.23264	1.97961	-0.920765	0.852242	1.97961	-0.920263	0.388268
0.634	1.97413	-0.945849	0.241728	1.97681	-0.949906	0.876014	1.97681	-0.946977	0.403433
0.637	1.97125	-0.972832	0.247671	1.97392	-0.973023	0.913371	1.97393	-0.974037	0.41335
0.64	1.96829	-1.00013	0.253694	1.97097	-1.0005	0.944849	1.97096	-1.00396	0.423298
0.643	1.96526	-1.02474	0.265311	1.96792	-1.02863	0.963897	1.96792	-1.02607	0.442787
0.646	1.96214	-1.05044	0.272468	1.9648	-1.05272	0.995759	1.96481	-1.05155	0.454743
0.649	1.95895	-1.07657	0.278609	1.96161	-1.07625	1.03183	1.96161	-1.07846	0.46496
0.652	1.95569	-1.10128	0.287217	1.95834	-1.10202	1.05757	1.95834	-1.10276	0.479345
0.655	1.95235	-1.12562	0.296498	1.955	-1.12898	1.08004	1.95499	-1.12685	0.494846
0.658	1.94893	-1.15049	0.303508	1.95157	-1.15277	1.11191	1.95158	-1.15218	0.506528
0.661	1.94544	-1.17478	0.309492	1.94808	-1.17355	1.14724	1.94808	-1.17618	0.516528
0.664	1.94188	-1.19891	0.319037	1.94452	-1.20113	1.17063	1.94452	-1.20096	0.532432
0.667	1.93825	-1.22169	0.327838	1.94088	-1.22541	1.19336	1.94088	-1.2229	0.547156
0.67	1.93455	-1.24561	0.333811	1.93717	-1.2466	1.22899	1.93718	-1.24741	0.557101
0.673	1.93078	-1.26878	0.340918	1.9334	-1.26891	1.25966	1.9334	-1.27082	0.568954
0.676	1.92694	-1.29085	0.349995	1.92956	-1.29313	1.28183	1.92955	-1.29235	0.584126
0.679	1.92303	-1.31312	0.358188	1.92564	-1.31671	1.30717	1.92564	-1.31482	0.597794
0.682	1.91906	-1.33546	0.364212	1.92166	-1.3362	1.3416	1.92166	-1.33723	0.607845
0.685	1.91502	-1.35782	0.370684	1.91762	-1.35931	1.36991	1.91762	-1.36147	0.618569
0.688	1.91092	-1.37823	0.380801	1.91351	-1.38177	1.39085	1.91351	-1.38006	0.635531
0.691	1.90675	-1.39925	0.387781	1.90934	-1.40175	1.42029	1.90934	-1.40093	0.647188
0.694	1.90252	-1.42046	0.393981	1.9051	-1.42125	1.45275	1.9051	-1.42269	0.657512
0.697	1.89823	-1.44058	0.401806	1.90081	-1.44185	1.47817	1.90081	-1.44251	0.670585
0.7	1.89388	-1.4603	0.410242	1.89645	-1.46344	1.50045	1.89645	-1.46209	0.684673
0.703	1.88947	-1.48019	0.417188	1.89203	-1.48298	1.5286	1.89203	-1.48226	0.696253
0.706	1.885	-1.49963	0.423045	1.88755	-1.49981	1.56063	1.88756	-1.50148	0.70604
0.709	1.88047	-1.51897	0.431077	1.88303	-1.52092	1.58507	1.88302	-1.52146	0.719416
0.712	1.87589	-1.53692	0.439441	1.87843	-1.54046	1.60544	1.87843	-1.53863	0.733412
0.715	1.87125	-1.55563	0.445607	1.87378	-1.55792	1.63537	1.87379	-1.55776	0.743686
0.718	1.86655	-1.57392	0.451728	1.86909	-1.57482	1.66516	1.86909	-1.5763	0.75389
0.721	1.86181	-1.59125	0.459378	1.86433	-1.59297	1.68811	1.86433	-1.59328	0.766673
